market,idt,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc
infl5y,3/11/2010,60,0.0216629,0.017122317,1.201438473,8.323034561,0.004514648,0.021332474,0.038115117,-1,0.184964508,3,0.243278124
infl5y,03/18/2010,60,0.0220737,0.015538178,0.445372293,6.003966041,0.005398169,0.022495665,0.037144149,-1,0.162627304,3,0.262902325
infl5y,03/25/2010,60,0.025031164,0.016551507,0.222694871,3.685213892,0.006450712,0.025142952,0.047647667,-1,0.14241471,3,0.345701171
infl5y,4/1/2010,60,0.022374648,0.015749867,0.419777304,5.730660651,0.005377873,0.022851404,0.038005771,-1,0.160985013,3,0.274484536
infl5y,4/8/2010,60,0.026511431,0.016312451,0.158427783,4.070505019,0.007912908,0.026915043,0.048124299,-1,0.119911473,3,0.388754684
infl5y,04/15/2010,60,0.023405241,0.015218009,0.250708871,5.482603126,0.00650124,0.024127354,0.038728568,-1,0.139533631,3,0.301825392
infl5y,04/22/2010,60,0.023254593,0.014633705,0.215317752,5.779531899,0.006987078,0.023887142,0.03754543,-1,0.133658673,3,0.290791373
infl5y,04/29/2010,60,0.023784475,0.014941256,-0.319033687,0.905445966,0.007561783,0.021628669,0.042760581,-1,0.124667068,3,0.316178366
infl5y,5/6/2010,60,0.021894248,0.014794653,0.657518219,7.816620452,0.006224528,0.022049603,0.034950037,-1,0.151878803,3,0.240818758
infl5y,05/13/2010,60,0.024875887,0.013252377,-0.586070899,1.924207068,0.010306808,0.024193276,0.041324646,-1,0.097464121,3,0.343016713
infl5y,05/20/2010,60,0.020200666,0.014862388,0.895539056,8.949369815,0.005278085,0.020410211,0.034118396,-1,0.182749463,3,0.192677374
infl5y,05/27/2010,60,0.02139902,0.014483308,-0.202775496,1.252271121,0.006282093,0.020187715,0.041584397,-1,0.148434171,3,0.232509587
infl5y,6/3/2010,60,0.021598089,0.014549102,0.536235323,8.074259552,0.006247647,0.021946276,0.034561109,-1,0.149260727,3,0.231028165
infl5y,06/17/2010,60,0.020097186,0.014486044,0.723801011,8.972706181,0.005427568,0.020506078,0.033773902,-1,0.175358444,3,0.187011811
infl5y,06/24/2010,60,0.019803274,0.014473322,0.761919896,9.169192674,0.005289807,0.020244538,0.033595739,-1,0.181201,3,0.179099145
infl5y,7/8/2010,60,0.019472105,0.01389805,-0.115664713,1.377380569,0.005287647,0.019127381,0.039762766,-1,0.192839483,3,0.186629007
infl5y,07/15/2010,60,0.0181894,0.014220772,0.332742772,4.049489231,0.004026001,0.018392247,0.038145736,-1,0.212209061,3,0.141406899
infl5y,07/22/2010,60,0.018434585,0.013744889,-0.099416687,1.552111313,0.004890413,0.018467977,0.038975686,-1,0.211395322,3,0.158957871
infl5y,07/29/2010,60,0.018832599,0.013617524,-0.12712078,1.665108014,0.005255642,0.018789096,0.039117343,-1,0.196112322,3,0.161791878
infl5y,09/30/2010,60,0.016400925,0.016817265,0.907840178,5.170775607,-0.002546514,0.016506454,0.0391145,-1,0.316099822,3,0.153813783
infl5y,10/7/2010,60,0.01782785,0.015864114,0.00105005,0.335048399,-0.001847313,0.017750033,0.040799187,-1,0.280140992,3,0.203169449
infl5y,10/14/2010,60,0.018333637,0.015636239,0.274674596,1.177836525,-0.000401769,0.017729628,0.040405035,-1,0.275977913,3,0.206286163
infl5y,11/18/2010,60,0.019916314,0.016530358,-0.139989447,0.015021409,-0.001538357,0.019270106,0.042213996,-1,0.244600978,3,0.265710354
infl5y,11/25/2010,60,0.020122958,0.017351991,-0.078856853,0.07607856,-0.002463746,0.019478872,0.042696118,-1,0.252076733,3,0.277216622
infl5y,12/2/2010,60,0.020652817,0.017333509,-0.117681751,-0.106494969,-0.001794297,0.019621597,0.043085826,-1,0.243651987,3,0.292311108
infl5y,1/6/2011,60,0.02346567,0.017164059,-0.223044921,0.215134236,0.001318255,0.02285541,0.043921207,-1,0.197606243,3,0.359327217
infl5y,01/13/2011,60,0.023143674,0.017262437,-0.199698473,-0.108794697,0.001322745,0.021177086,0.044004513,-1,0.199281585,3,0.35031627
infl5y,01/20/2011,60,0.022844928,0.017129639,-0.198879071,-0.013073148,0.001041483,0.021310677,0.043774343,-1,0.203070342,3,0.341583428
infl5y,01/27/2011,60,0.022780782,0.018853042,0.557149885,2.371604779,2.69E-06,0.021731713,0.044513143,-1,0.22800588,3,0.321148798
infl5y,02/17/2011,60,0.023482741,0.017962113,0.150889183,0.573394861,0.000689062,0.022688112,0.044888751,-1,0.219478691,3,0.35093426
infl5y,03/17/2011,60,0.024885608,0.017093221,-0.1237743,0.260283088,0.002673149,0.026766506,0.047262405,-1,0.194195027,3,0.386119134
infl5y,4/7/2011,60,0.027254845,0.017588183,1.394197988,8.952191981,0.006655047,0.02831082,0.046143692,-1,0.145147212,3,0.417207758
infl5y,05/26/2011,60,0.023804421,0.015891972,0.118321411,0.390544096,0.005224125,0.022189682,0.043760349,-1,0.18138909,3,0.337076907
infl5y,6/9/2011,60,0.023555558,0.015684046,0.025177199,0.304074929,0.005368358,0.022091806,0.043451896,-1,0.179905243,3,0.332269029
infl5y,06/30/2011,60,0.022451273,0.015416884,0.146943436,0.596696274,0.003442793,0.021654832,0.042265073,-1,0.205814075,3,0.305811991
infl5y,07/28/2011,60,0.02436346,0.015535222,0.07566263,1.096396936,0.005862048,0.024763458,0.043047225,-1,0.169263136,3,0.354228243
infl5y,8/4/2011,60,0.022006965,0.015478886,-0.038644551,0.032662738,0.005194967,0.020111805,0.042765981,-1,0.192624353,3,0.295045997
infl5y,8/11/2011,60,0.022924733,0.016086454,-0.007399006,0.895131787,0.002657715,0.023613238,0.042307942,-1,0.20082422,3,0.326683492
infl5y,09/15/2011,60,0.018883614,0.015876685,0.32502074,1.14450019,-0.001027143,0.018592934,0.038262345,-1,0.283929285,3,0.225838993
infl5y,09/22/2011,60,0.017069651,0.015632862,0.372316769,0.724890094,-0.002249147,0.016363998,0.03999017,-1,0.316652465,3,0.185835447
infl5y,09/29/2011,60,0.018112984,0.016023136,0.491758197,1.789828055,-0.00148754,0.017483323,0.039306674,-1,0.298660205,3,0.206316464
infl5y,10/6/2011,60,0.018626071,0.016257467,0.388410417,1.69923403,-0.001589518,0.018359803,0.038490371,-1,0.286545158,3,0.22035587
infl5y,10/13/2011,60,0.018371691,0.016521426,0.247271658,0.66551917,-0.002468037,0.01825959,0.036750343,-1,0.304979211,3,0.22532596
infl5y,10/27/2011,60,0.021278395,0.015871705,0.173940297,0.776416774,0.001083952,0.021611014,0.040399703,-1,0.236158889,3,0.27791493
infl5y,11/3/2011,60,0.021128803,0.016722846,0.28362311,0.888148708,7.84E-05,0.021166394,0.041580455,-1,0.249831057,3,0.278845193
infl5y,11/10/2011,60,0.021380275,0.016791959,0.136201152,0.741222203,-2.06E-05,0.021934135,0.041585451,-1,0.239916076,3,0.288644166
infl5y,11/17/2011,60,0.019243787,0.017000512,0.455795752,1.764995194,-0.001662679,0.018600519,0.041127886,-1,0.279806207,3,0.237617108
infl5y,11/24/2011,60,0.019473114,0.017125558,0.377755694,1.264185236,-0.001846941,0.019212435,0.040222594,-1,0.28199133,3,0.245925822
infl5y,12/15/2011,60,0.019510263,0.016940799,0.177012566,1.087554608,-0.002165577,0.019452349,0.043540155,-1,0.281734845,3,0.253119002
infl5y,12/29/2011,60,0.019179145,0.017926478,0.545448712,1.929578008,-0.002735622,0.018583415,0.041307534,-1,0.295707313,3,0.244629141
infl5y,1/5/2012,60,0.020504908,0.017414523,0.305860296,0.975551959,-0.001352028,0.020428395,0.041719236,-1,0.264932909,3,0.270992061
infl5y,1/12/2012,60,0.019974986,0.017133948,0.447668432,1.6690901,-0.001176055,0.019522071,0.041075757,-1,0.269519729,3,0.253228378
infl5y,03/29/2012,60,0.023575865,0.01615609,0.357879428,2.000579259,0.005470282,0.023133562,0.042921053,-1,0.176900702,3,0.317953862
infl5y,04/19/2012,60,0.022827087,0.016728254,0.292127452,0.801485655,0.002271498,0.022270992,0.043714286,-1,0.215094716,3,0.316051844
infl5y,04/26/2012,60,0.023361698,0.016091992,0.209383847,0.759852299,0.004752475,0.022907407,0.043512195,-1,0.194317049,3,0.324027916
infl5y,5/3/2012,60,0.023460464,0.016079038,0.2244865,0.860832402,0.00494322,0.022996324,0.043472,-1,0.191528472,3,0.325674326
infl5y,5/10/2012,60,0.022941379,0.016159285,0.226793905,0.665965762,0.003351712,0.02262,0.043226891,-1,0.208695209,3,0.319571865
infl5y,05/24/2012,60,0.021758706,0.01556821,0.372637772,0.668990356,0.002124577,0.021156584,0.041859813,-1,0.225854871,3,0.282803181
infl5y,6/7/2012,60,0.02058571,0.016748626,0.433216468,0.927120312,-0.00064554,0.01990458,0.041979798,-1,0.264925669,3,0.268087215
infl5y,06/14/2012,60,0.020586037,0.016247696,0.293992563,0.685744845,9.92E-05,0.0200369,0.04151,-1,0.254390486,3,0.265609514
infl5y,06/21/2012,60,0.020640508,0.016298503,0.326597004,0.631348531,-0.000191718,0.020037313,0.041666667,-1,0.253277228,3,0.266831683
infl5y,06/28/2012,60,0.019624546,0.016292335,0.449678211,1.029576008,-0.001088213,0.018955224,0.040521739,-1,0.278863636,3,0.245059289
infl5y,7/5/2012,60,0.020846477,0.016505484,0.412899918,0.885443195,-0.000124018,0.020187266,0.041961165,-1,0.256110563,3,0.271964462
infl5y,7/12/2012,60,0.020530573,0.016274975,0.399477507,0.860312522,-0.000206342,0.019907749,0.04140404,-1,0.258139764,3,0.263287402
infl5y,07/19/2012,60,0.020772265,0.015186169,0.087243102,0.651528353,0.002391424,0.020656218,0.039804938,-1,0.228869514,3,0.257298197
infl5y,07/26/2012,60,0.019948038,0.015553965,0.646341118,4.430513049,0.00097631,0.019989374,0.035577444,-1,0.252195084,3,0.234311751
infl5y,8/2/2012,60,0.021149859,0.016469506,0.308174912,0.741098094,0.000426391,0.020592593,0.042188679,-1,0.245854617,3,0.278978389
infl5y,8/9/2012,60,0.021957693,0.016028988,0.303270493,0.520685033,0.001898734,0.021378676,0.042609091,-1,0.225488648,3,0.292694965
infl5y,08/16/2012,60,0.021499122,0.016021616,0.377810048,0.743529456,0.001271785,0.020882353,0.042066667,-1,0.236339286,3,0.28125
infl5y,08/23/2012,60,0.021830352,0.015695988,0.350884211,0.6001925,0.001935634,0.02125,0.042100917,-1,0.226811024,3,0.286417323
infl5y,08/30/2012,60,0.021624046,0.015648905,0.329038832,0.570222007,0.001864198,0.021071429,0.041859813,-1,0.228838583,3,0.281988189
infl5y,9/6/2012,60,0.022530815,0.01601847,0.248841726,0.5932616,0.002684478,0.022043796,0.042965517,-1,0.213976378,3,0.305610236
infl5y,09/13/2012,60,0.02472945,0.015952069,0.291822685,0.535865194,0.005296287,0.024332061,0.044510638,-1,0.177585868,3,0.357212954
infl5y,09/27/2012,60,0.023273491,0.015763711,0.287747305,0.534142965,0.00460958,0.022755474,0.043312,-1,0.197100881,3,0.320763957
infl5y,10/11/2012,60,0.025263649,0.01653388,0.293842967,0.619126721,0.005465565,0.02486166,0.045650794,-1,0.173788027,3,0.372914622
infl5y,10/18/2012,60,0.024950591,0.016666763,0.134804682,0.637158853,0.005441001,0.02472332,0.045380952,-1,0.175295276,3,0.368602362
infl5y,10/25/2012,60,0.024465841,0.016835171,0.253973051,0.748075068,0.004159213,0.024055118,0.0449,-1,0.189368836,3,0.356508876
infl5y,11/1/2012,60,0.024258554,0.016308558,0.331565043,0.785234184,0.00509386,0.023754717,0.044343284,-1,0.185235756,3,0.345284872
infl5y,11/8/2012,60,0.024021719,0.016264745,0.32058534,0.783121409,0.005150022,0.023494424,0.044152672,-1,0.18675808,3,0.338883448
infl5y,11/15/2012,60,0.023500569,0.016152177,0.362148077,0.807690649,0.004164067,0.022912088,0.043704,-1,0.196947162,3,0.325342466
infl5y,11/22/2012,60,0.024130398,0.016500548,0.261147448,0.882499171,0.004671875,0.023703008,0.044330827,-1,0.187438665,3,0.343964671
infl5y,11/29/2012,60,0.02395398,0.016123387,0.084614678,0.49472087,0.005012563,0.023680297,0.044246269,-1,0.185543585,3,0.343290891
infl5y,12/6/2012,60,0.023926207,0.016385794,0.36156451,0.689284749,0.003212359,0.023383459,0.04429771,-1,0.198033268,3,0.338551859
infl5y,12/13/2012,60,0.024136053,0.016295703,0.344513242,0.636839838,0.00375066,0.023622642,0.044401515,-1,0.19252208,3,0.342983317
infl5y,12/20/2012,60,0.024283909,0.016279741,0.324818491,0.660604355,0.004113924,0.023821293,0.044443609,-1,0.18877712,3,0.346646943
infl5y,12/27/2012,60,0.023811746,0.016179499,0.358032643,0.688690515,0.003506962,0.023271375,0.044015504,-1,0.196302852,3,0.334316618
infl5y,1/3/2013,60,0.02399946,0.01593129,0.306632858,0.85864709,0.005187837,0.023558362,0.043725177,-1,0.183088931,3,0.336774243
infl5y,1/10/2013,60,0.024394618,0.015652261,0.269105188,0.7318103,0.005293872,0.023919414,0.043984962,-1,0.177625616,3,0.344334975
infl5y,01/17/2013,60,0.024126793,0.015489065,0.286976833,0.890211897,0.005411039,0.023651079,0.043503876,-1,0.17780849,3,0.335636723
infl5y,01/24/2013,60,0.023845405,0.015261807,0.289321375,0.864926683,0.00534384,0.023333333,0.04312,-1,0.180049261,3,0.326600985
infl5y,01/31/2013,60,0.024615534,0.015118492,0.283749346,0.874747391,0.00591875,0.024196429,0.043518797,-1,0.164846077,3,0.345084409
infl5y,2/7/2013,60,0.025542507,0.015387304,0.292574558,0.926273263,0.006384799,0.025236364,0.044372414,-1,0.153916914,3,0.370425321
infl5y,02/14/2013,60,0.025103068,0.015203806,0.246950285,0.718417692,0.006147245,0.02474359,0.044079137,-1,0.159236111,3,0.359126984
infl5y,02/21/2013,60,0.024617944,0.015134078,0.244001515,0.744791725,0.006000367,0.02421147,0.043646617,-1,0.164683168,3,0.346039604
infl5y,02/28/2013,60,0.024369456,0.014023209,0.506829189,3.361017394,0.007366003,0.023985294,0.040953271,-1,0.133958539,3,0.314412636
infl5y,3/7/2013,60,0.025518345,0.014297261,0.449866867,3.077202065,0.008146718,0.025383436,0.042325203,-1,0.120931615,3,0.350842418
infl5y,03/14/2013,60,0.025714873,0.014947656,0.295797598,2.969500577,0.007806064,0.025994084,0.042766927,-1,0.122879952,3,0.367257086
infl5y,03/21/2013,60,0.025052289,0.014665108,0.172001691,2.227353916,0.007286362,0.025274485,0.042235823,-1,0.130004509,3,0.348041334
infl5y,03/28/2013,60,0.025453505,0.014497089,0.282857419,2.823864514,0.008094295,0.025537879,0.042332016,-1,0.120918519,3,0.354567901
infl5y,4/4/2013,60,0.025361272,0.014540975,0.312571348,2.659971496,0.007802236,0.025369231,0.042412698,-1,0.12476378,3,0.351870079
infl5y,4/11/2013,60,0.024640833,0.014439635,0.397288891,2.970144918,0.007280957,0.024466463,0.04159292,-1,0.133142857,3,0.328078818
infl5y,04/18/2013,60,0.022667342,0.014048858,0.711792469,3.859662034,0.006104857,0.02217033,0.039022727,-1,0.162667323,3,0.266732283
infl5y,04/25/2013,60,0.024405064,0.014196431,0.359545676,3.050665209,0.007518952,0.024193869,0.041071467,-1,0.131309792,3,0.319145213
infl5y,5/2/2013,60,0.021829058,0.014023936,0.542886401,3.660000354,0.00564226,0.021463715,0.037731313,-1,0.174821512,3,0.245023669
infl5y,5/9/2013,60,0.02216624,0.013964278,0.51614163,3.529608072,0.005851817,0.021792717,0.03813208,-1,0.167842045,3,0.253384894
infl5y,05/16/2013,60,0.022044881,0.01352713,0.511752212,2.516165215,0.006328126,0.021173759,0.039051094,-1,0.163375022,3,0.240351109
infl5y,05/23/2013,60,0.021048359,0.013253229,0.405550883,3.127550718,0.005853956,0.020816822,0.035312813,-1,0.178852047,3,0.219759173
infl5y,05/30/2013,60,0.021662861,0.013461061,0.356276339,3.000691246,0.006290389,0.021383162,0.036720986,-1,0.167193582,3,0.237714636
infl5y,6/6/2013,60,0.021397245,0.013417549,0.382582176,3.069056134,0.006059678,0.021134614,0.036223274,-1,0.172905227,3,0.230434954
infl5y,06/13/2013,60,0.021846963,0.013355356,0.405280635,3.154461901,0.006471262,0.021459856,0.036993639,-1,0.16531355,3,0.241171413
infl5y,06/20/2013,60,0.021165953,0.013344248,0.441996357,3.282385963,0.006063494,0.020818221,0.035864881,-1,0.178926744,3,0.223625437
infl5y,06/27/2013,60,0.020753869,0.01333199,0.45888854,3.328760154,0.005832802,0.020438003,0.03513153,-1,0.187590144,3,0.21347025
infl5y,7/4/2013,60,0.021718635,0.01325406,0.387537914,3.100850159,0.006450005,0.021354908,0.036616939,-1,0.166364303,3,0.237076522
infl5y,7/11/2013,60,0.021936817,0.013301266,0.375973635,3.062544364,0.006551636,0.021567521,0.037042712,-1,0.162819313,3,0.243471363
infl5y,07/18/2013,60,0.022700481,0.013331951,0.297858216,2.785734987,0.007009692,0.022357708,0.038238357,-1,0.149429133,3,0.265640526
infl5y,07/25/2013,60,0.021831427,0.01310821,0.349919816,2.978141711,0.00661251,0.021480898,0.036549876,-1,0.162045501,3,0.238838107
infl5y,8/1/2013,60,0.022943457,0.012945808,0.389687023,3.103996711,0.007598732,0.022463867,0.037970733,-1,0.138695306,3,0.264648178
infl5y,8/8/2013,60,0.022554155,0.01267878,0.303261385,2.875296291,0.007458815,0.022164889,0.036942634,-1,0.141969543,3,0.25306599
infl5y,08/15/2013,60,0.021607607,0.012676718,0.363539024,3.106645503,0.00680125,0.02125188,0.035302158,-1,0.159721085,3,0.227013024
infl5y,08/22/2013,60,0.021378681,0.012538867,0.367335315,3.151826205,0.006751322,0.0210423,0.034883929,-1,0.162172486,3,0.219282308
infl5y,08/29/2013,60,0.021639358,0.012017326,0.311199606,3.025264653,0.007311288,0.021293609,0.034713545,-1,0.148763476,3,0.219642416
infl5y,9/5/2013,60,0.020861083,0.011637775,0.327855665,3.160702036,0.007043778,0.020597177,0.034069093,-1,0.15884653,3,0.194193132
infl5y,9/12/2013,60,0.021771719,0.011641038,0.271218372,2.932668131,0.007698802,0.021421202,0.034568897,-1,0.140262885,3,0.218538263
infl5y,09/19/2013,60,0.022469556,0.012459939,0.121814656,1.728464594,0.007257588,0.022188738,0.037231477,-1,0.14713762,3,0.257090484
infl5y,09/26/2013,60,0.021951886,0.012261992,0.08744988,1.700851762,0.007019254,0.021729422,0.035985534,-1,0.153700399,3,0.241493393
infl5y,10/3/2013,60,0.021986397,0.012042591,0.074897368,1.706109933,0.007216742,0.021761696,0.03558157,-1,0.149523181,3,0.239548971
infl5y,10/10/2013,60,0.022345089,0.012166851,0.161359573,2.08465963,0.00752009,0.022027732,0.036164474,-1,0.142100512,3,0.246704785
infl5y,10/17/2013,60,0.021695683,0.012148654,0.193307021,2.171321465,0.007067929,0.021401895,0.03498467,-1,0.154118751,3,0.228537774
infl5y,10/24/2013,60,0.021642334,0.01191668,0.177652695,2.137443311,0.007198337,0.021354934,0.034826655,-1,0.151710807,3,0.224347861
infl5y,10/31/2013,60,0.021591665,0.011915738,0.179554575,2.141569793,0.00716341,0.021307746,0.034799907,-1,0.152702972,3,0.222980251
infl5y,11/7/2013,60,0.021643796,0.011930214,0.178257336,2.137037151,0.007188979,0.021356361,0.034835166,-1,0.151887752,3,0.224555735
infl5y,11/14/2013,60,0.021972194,0.012006366,0.164641672,2.085205257,0.007363034,0.021667755,0.035190036,-1,0.146778019,3,0.234577744
infl5y,11/21/2013,60,0.021516263,0.012003851,0.188599583,2.152787196,0.007044202,0.021236701,0.034814028,-1,0.155630923,3,0.222134663
infl5y,11/28/2013,60,0.021060429,0.011997499,0.208915997,2.205233936,0.006743518,0.020816145,0.034568897,-1,0.164946292,3,0.210158527
infl5y,12/5/2013,60,0.021047666,0.011997344,0.209661329,2.20826479,0.006735885,0.020804284,0.034561604,-1,0.165205001,3,0.209817576
infl5y,12/12/2013,60,0.020922575,0.011768321,0.117677477,1.975681333,0.006750983,0.020760666,0.03436997,-1,0.164858718,3,0.205784093
infl5y,12/19/2013,60,0.021153231,0.011873543,0.119366338,2.001921479,0.006838428,0.020969711,0.034547768,-1,0.161328708,3,0.212809084
infl5y,12/26/2013,60,0.02133019,0.011875457,0.110464318,1.979623741,0.006955446,0.021133857,0.034643763,-1,0.157745592,3,0.217518485
infl5y,1/2/2014,60,0.021928067,0.011882166,0.075434159,1.915319663,0.007367458,0.021708159,0.034955524,-1,0.146125439,3,0.234066514
infl5y,1/9/2014,60,0.02251196,0.011887483,0.048053695,1.861637102,0.007806901,0.022284264,0.035935254,-1,0.135576316,3,0.250788708
infl5y,01/16/2014,60,0.02179081,0.011985335,0.1013654,1.944822638,0.007194193,0.021563237,0.034950061,-1,0.150386465,3,0.231310734
infl5y,01/23/2014,60,0.02166233,0.01189763,0.063656799,1.842376543,0.007130154,0.021476346,0.034847851,-1,0.152116723,3,0.228053667
infl5y,01/30/2014,60,0.021638412,0.011890883,0.047949831,1.817489066,0.007108372,0.021469901,0.034829395,-1,0.152495565,3,0.227705209
infl5y,2/6/2014,60,0.021726224,0.011940598,0.0621206,1.829628031,0.007140384,0.02153803,0.034908629,-1,0.151586582,3,0.230422081
infl5y,02/13/2014,60,0.021640771,0.01188142,0.066308404,1.896180826,0.007143842,0.021455473,0.034808468,-1,0.151764848,3,0.226750745
infl5y,02/20/2014,60,0.021295788,0.011861322,0.080274487,1.920617299,0.006920507,0.021130929,0.034616783,-1,0.158322752,3,0.217203781
infl5y,02/27/2014,60,0.021321459,0.011781644,0.073051656,1.945410354,0.007004065,0.021157921,0.03457036,-1,0.156258788,3,0.216576949
infl5y,03/13/2014,60,0.021520256,0.011730565,0.106540224,2.07752308,0.007228132,0.021306093,0.034624669,-1,0.150766816,3,0.219679588
infl5y,03/20/2014,60,0.020986368,0.011711644,0.123436434,2.08576662,0.006864393,0.020815889,0.034337285,-1,0.161663076,3,0.205597789
infl5y,03/27/2014,60,0.021033447,0.011715442,0.125708481,2.100093325,0.006893845,0.020857812,0.034363584,-1,0.160715374,3,0.206808251
infl5y,4/3/2014,60,0.020994379,0.011586854,0.108025391,1.950913885,0.006925738,0.020822375,0.034305363,-1,0.160658451,3,0.205168291
infl5y,4/10/2014,60,0.020751635,0.011400832,0.112077345,1.962082517,0.006895734,0.020599172,0.034059898,-1,0.163055803,3,0.196343241
infl5y,04/17/2014,60,0.021869353,0.011238635,0.035885002,1.817981036,0.007810785,0.021646158,0.034577663,-1,0.137927869,3,0.224746032
infl5y,04/24/2014,60,0.021920224,0.011225345,0.03428135,1.818569802,0.00786202,0.021693894,0.034596699,-1,0.13676015,3,0.226000734
infl5y,5/1/2014,60,0.021524966,0.011217268,0.049114459,1.842355708,0.007561458,0.021322268,0.034382982,-1,0.144277243,3,0.214857236
infl5y,5/8/2014,60,0.021448943,0.011219563,0.053368857,1.853002506,0.007503482,0.02125151,0.034343201,-1,0.145814317,3,0.212793363
infl5y,05/15/2014,60,0.021880611,0.011227052,0.048909617,1.833099711,0.007835877,0.021643639,0.034580197,-1,0.137521205,3,0.224624364
infl5y,05/22/2014,60,0.022104617,0.010883634,-0.026620977,1.998417521,0.008375616,0.021902437,0.034412783,-1,0.12596954,3,0.2256504
infl5y,05/29/2014,60,0.022104919,0.010855436,-0.028865972,1.974610602,0.00839097,0.021902891,0.03440473,-1,0.125738899,3,0.225502855
infl5y,6/5/2014,60,0.022208373,0.010653102,-0.018598396,2.279922416,0.00879984,0.021974969,0.034266667,-1,0.118223503,3,0.2230969
infl5y,6/12/2014,60,0.022667657,0.010342947,-0.050120523,2.417653513,0.009675765,0.022411548,0.034292279,-1,0.104398958,3,0.23189143
infl5y,06/26/2014,60,0.023661159,0.009728505,-0.025137399,2.94563082,0.012270991,0.023354084,0.034363885,-1,0.076812124,3,0.25224484
infl5y,7/10/2014,60,0.023721859,0.009601842,0.031167478,3.010476743,0.012652165,0.023360645,0.034337195,-1,0.073594306,3,0.251499746
infl5y,07/24/2014,60,0.023165017,0.009069977,-0.047012126,3.076780782,0.012651396,0.022783335,0.033799816,-1,0.073080925,3,0.226464168
infl5y,07/31/2014,60,0.02340338,0.009146566,-0.100194211,2.911177088,0.012941719,0.023060693,0.033958066,-1,0.071288263,3,0.236352103
infl5y,8/7/2014,60,0.022784409,0.009270041,-0.045253726,2.762495874,0.011508843,0.02239842,0.033747821,-1,0.08265387,3,0.217157032
infl5y,08/14/2014,60,0.022632348,0.009264854,-0.051900617,2.762866542,0.011264575,0.022257757,0.033665275,-1,0.08502386,3,0.212336278
infl5y,08/21/2014,60,0.022299554,0.009256517,-0.040194851,2.78162559,0.010776401,0.021937658,0.033481104,-1,0.090187781,3,0.201381401
infl5y,08/28/2014,60,0.021941408,0.009258715,-0.028146016,2.795251747,0.010269796,0.021608767,0.033277774,-1,0.096337466,3,0.19016063
infl5y,9/4/2014,60,0.021929825,0.009514144,0.057901787,2.590380102,0.009879569,0.021554918,0.033461364,-1,0.101733986,3,0.193482252
infl5y,9/10/2014,60,0.021177049,0.009497616,0.082144774,2.627437301,0.009032119,0.020902753,0.032984928,-1,0.116055328,3,0.17142418
infl5y,09/17/2014,60,0.020565239,0.00936052,0.016104703,2.700779854,0.008532651,0.020443983,0.032441411,-1,0.126510729,3,0.153488037
infl5y,09/24/2014,60,0.020177699,0.00943652,0.076731671,2.679942188,0.00811995,0.020099529,0.032197692,-1,0.137050109,3,0.144550006
infl5y,10/1/2014,60,0.019859026,0.009515269,0.086199527,2.653631484,0.007793026,0.01983848,0.031991293,-1,0.146227762,3,0.138260976
infl5y,10/8/2014,60,0.019771722,0.009489134,0.086361998,2.720283461,0.007758515,0.01976984,0.031872763,-1,0.147406761,3,0.135242076
infl5y,10/15/2014,60,0.017979895,0.009456228,0.13951026,2.748683506,0.006579472,0.018244091,0.029870251,-1,0.197154839,3,0.098266418
infl5y,10/22/2014,60,0.018763212,0.00951408,0.177593206,2.739992555,0.007034837,0.018891386,0.030892941,-1,0.175572289,3,0.113753045
infl5y,10/29/2014,60,0.01894221,0.009558194,0.152551744,2.717143072,0.007119631,0.019054487,0.03113094,-1,0.171036078,3,0.118156731
infl5y,11/5/2014,60,0.019260004,0.009562038,0.143386962,2.704945698,0.007333941,0.019320887,0.031460685,-1,0.162388472,3,0.124880597
infl5y,11/12/2014,60,0.019360897,0.009563941,0.139576515,2.704745552,0.007404652,0.019404989,0.031560727,-1,0.15970456,3,0.127088123
infl5y,11/19/2014,60,0.018084726,0.009543748,0.178358973,2.725058423,0.006601209,0.018302684,0.030120918,-1,0.195979184,3,0.101648575
infl5y,11/27/2014,60,0.017999474,0.00954465,0.181881247,2.726120981,0.006552756,0.018224078,0.030012525,-1,0.198625283,3,0.100168043
infl5y,12/3/2014,60,0.017140364,0.009693799,0.203979579,2.681142494,0.006018942,0.01738016,0.029030102,-1,0.228395438,3,0.088752233
infl5y,12/10/2014,60,0.015955504,0.009667799,0.245808271,2.718524894,0.005479125,0.01603568,0.02700833,-1,0.269008867,3,0.072371351
infl5y,12/17/2014,60,0.014743964,0.009631914,0.289675171,2.780214008,0.004794435,0.014395157,0.024882177,-1,0.313653885,3,0.058936904
infl5y,12/24/2014,60,0.015348985,0.009664953,0.268113579,2.743788485,0.005211014,0.015229339,0.025804817,-1,0.291171599,3,0.065451236
infl5y,12/30/2014,60,0.014624243,0.00962672,0.295136087,2.793482464,0.004537291,0.014240572,0.024825974,-1,0.318194743,3,0.057734492
infl5y,1/7/2015,60,0.013787698,0.00963352,0.339797698,2.980018035,0.002926245,0.013241405,0.024416751,-1,0.350507353,3,0.050210809
infl5y,01/14/2015,60,0.013751802,0.009681734,0.341221189,2.964109912,0.002755035,0.013202076,0.024426394,-1,0.352381048,3,0.050564723
infl5y,01/20/2015,60,0.014525834,0.009710556,0.311688794,2.898440657,0.004282852,0.014109472,0.024788063,-1,0.322265117,3,0.057328026
